variable,description,province_code,province_name_cn,year,value,unit,source_file,source_sheet,source_range
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2045,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2046,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2047,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2048,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2049,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2050,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2051,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2052,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2053,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2054,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2055,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2056,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2057,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2058,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2059,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ah,安徽,2060,0.08348564102564103,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2021,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2022,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2023,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2024,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2025,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2026,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2027,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2028,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2029,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2030,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2031,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2032,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2033,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2034,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2035,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2036,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2037,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2038,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2039,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2040,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2041,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2042,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2043,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2044,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2045,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2046,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2047,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2048,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2049,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2050,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2051,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2052,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2053,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2054,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2055,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2056,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2057,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2058,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2059,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",fj,福建,2060,0.06197117948717949,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2021,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2022,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2023,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2024,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2025,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2026,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2027,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2028,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2029,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2030,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2031,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2032,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2033,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2034,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2035,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2036,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2037,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2038,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2039,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2040,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2041,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2042,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2043,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2044,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2045,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2046,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2047,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2048,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2049,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2050,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2051,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2052,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2053,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2054,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2055,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2056,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2057,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2058,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2059,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",jx,江西,2060,0.027165435897435895,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2021,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2022,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2023,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2024,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2025,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2026,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2027,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2028,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2029,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2030,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2031,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2032,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2033,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2034,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2035,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2036,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2037,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2038,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2039,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2040,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2041,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2042,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2043,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2044,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2045,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2046,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2047,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2048,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2049,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2050,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2051,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2052,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2053,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2054,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2055,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2056,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2057,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2058,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2059,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",sd,山东,2060,0.07788461538461539,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ha,河南,2021,0.021279179487179486,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ha,河南,2022,0.021279179487179486,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ha,河南,2023,0.021279179487179486,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ha,河南,2024,0.021279179487179486,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ha,河南,2025,0.021279179487179486,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ha,河南,2026,0.021279179487179486,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ha,河南,2027,0.021279179487179486,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ha,河南,2028,0.021279179487179486,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ha,河南,2029,0.021279179487179486,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ha,河南,2030,0.021279179487179486,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ha,河南,2031,0.021279179487179486,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ha,河南,2032,0.021279179487179486,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",ha,河南,2033,0.021279179487179486,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
